Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,total_hours,minimum_hours,maximum_hours,mean_hours,std_min,absences,absences_pct,of_absence,total_absences,Expected_time_vs_real_time,Expected_vacations_time_vs_real_time,cl
53.0,No,Travel_Rarely,Research & Development,11.0,Bachelor,Medical,1,1231,Male,2,Manager,Married,21090.0,2.0,Y,13.0,8.0,0,31.0,3.0,25.0,3.0,7.0,1.0,4.0,3.0,3,3,1896.0,7.130555555555556,8.69361111111111,8.015833333333333,17.783333333333335,12.0,0.04819277108433735,12.0,24.0,0.9518072289156626,1.0,3
38.0,No,Travel_Rarely,Research & Development,29.0,Bachelor,Life Sciences,1,1232,Female,1,Manufacturing Director,Single,37220.0,5.0,Y,14.0,8.0,0,6.0,0.0,3.0,1.0,2.0,4.0,4.0,3.0,3,3,2304.0,8.943888888888889,10.579166666666667,9.685,17.766666666666666,9.0,0.03614457831325301,12.0,21.0,1.1566265060240963,1.2,0
24.0,No,Non-Travel,Research & Development,1.0,Doctor,Life Sciences,1,1233,Male,3,Research Scientist,Divorced,93800.0,0.0,Y,16.0,8.0,0,5.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,2,3,1656.0,6.0058333333333325,7.994722222222222,6.907777777777778,19.866666666666667,6.0,0.024096385542168683,12.0,18.0,0.8313253012048193,0.8518518518518519,1
36.0,Yes,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,1,1234,Male,1,Research Director,Single,54860.0,7.0,Y,12.0,8.0,1,10.0,2.0,5.0,0.0,3.0,3.0,1.0,3.0,3,3,1464.0,5.810555555555554,7.204444444444443,6.4752777777777775,16.4,20.0,0.08032128514056225,12.0,32.0,0.7349397590361446,0.7991266375545851,2
34.0,No,Travel_Rarely,Sales,24.0,Bachelor,Marketing,1,1235,Male,4,Research Scientist,Single,27420.0,0.0,Y,11.0,8.0,1,13.0,2.0,12.0,2.0,11.0,1.0,2.0,3.0,3,3,1440.0,5.406944444444443,7.1002777777777775,6.094722222222222,18.53333333333333,11.0,0.04417670682730924,12.0,23.0,0.7228915662650602,0.7563025210084033,1
21.0,No,Travel_Rarely,Sales,2.0,Bachelor,Life Sciences,1,1236,Male,2,Manufacturing Director,Single,137570.0,1.0,Y,12.0,8.0,1,0.0,3.0,0.0,0.0,0.0,3.0,4.0,3.0,3,3,1368.0,5.251666666666667,6.794722222222222,5.997222222222222,17.733333333333334,20.0,0.08032128514056225,12.0,32.0,0.6867469879518072,0.7467248908296943,1
34.0,Yes,Travel_Rarely,Sales,15.0,College,Marketing,1,1237,Female,2,Research Scientist,Single,84630.0,2.0,Y,13.0,8.0,0,8.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,1,3,1800.0,6.9780555555555575,8.78138888888889,7.815,18.983333333333334,17.0,0.06827309236947791,12.0,29.0,0.9036144578313252,0.9698275862068966,2
53.0,No,Travel_Rarely,Sales,2.0,Below,Life Sciences,1,1238,Male,5,Human Resources,Divorced,31620.0,4.0,Y,15.0,8.0,0,26.0,4.0,14.0,4.0,8.0,3.0,3.0,2.0,3,3,1704.0,6.711111111111111,8.44111111111111,7.481111111111112,18.633333333333333,21.0,0.08433734939759037,12.0,33.0,0.8554216867469879,0.9342105263157896,3
32.0,Yes,Travel_Frequently,Research & Development,10.0,Bachelor,Medical,1,1239,Female,2,Manufacturing Director,Single,165980.0,1.0,Y,13.0,8.0,0,10.0,2.0,10.0,6.0,7.0,2.0,1.0,3.0,3,3,2184.0,8.542777777777777,10.761111111111115,9.495,19.733333333333334,18.0,0.07228915662650602,12.0,30.0,1.0963855421686748,1.181818181818182,1
42.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Technical Degree,1,1240,Male,2,Laboratory Technician,Married,66510.0,0.0,Y,20.0,8.0,0,10.0,5.0,9.0,4.0,2.0,3.0,2.0,3.0,2,4,1656.0,6.228888888888888,7.8055555555555545,6.892222222222222,17.833333333333332,7.0,0.028112449799196783,12.0,19.0,0.8313253012048193,0.8553719008264463,1
44.0,No,Travel_Rarely,Research & Development,3.0,Below,Life Sciences,1,1241,Female,1,Manufacturing Director,Married,23450.0,3.0,Y,15.0,8.0,2,24.0,0.0,22.0,5.0,17.0,1.0,4.0,3.0,3,3,1704.0,6.161944444444443,7.939722222222222,7.100833333333332,17.15,8.0,0.0321285140562249,12.0,20.0,0.8554216867469879,0.8838174273858921,3
46.0,No,Travel_Rarely,Sales,2.0,Bachelor,Life Sciences,1,1242,Female,1,Research Scientist,Single,34200.0,3.0,Y,13.0,8.0,2,22.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1,3,1824.0,7.1575,8.778888888888886,8.008888888888889,17.6,19.0,0.07630522088353414,12.0,31.0,0.9156626506024096,0.991304347826087,0
33.0,No,Travel_Rarely,Sales,3.0,Bachelor,Medical,1,1243,Male,1,Manufacturing Director,Single,43730.0,4.0,Y,14.0,8.0,0,7.0,3.0,1.0,0.0,0.0,3.0,4.0,3.0,3,3,1560.0,5.730833333333332,7.277777777777778,6.528333333333332,18.266666666666666,8.0,0.0321285140562249,12.0,20.0,0.7831325301204819,0.8091286307053942,2
44.0,No,Travel_Rarely,Human Resources,26.0,Bachelor,Life Sciences,1,1244,Male,5,Healthcare Representative,Married,47590.0,2.0,Y,21.0,8.0,0,9.0,2.0,4.0,1.0,3.0,4.0,4.0,4.0,3,4,2040.0,7.862777777777778,9.3825,8.5325,17.816666666666666,8.0,0.0321285140562249,12.0,20.0,1.0240963855421688,1.058091286307054,0
30.0,No,Travel_Rarely,Research & Development,1.0,Master,Technical Degree,1,1245,Female,1,Research Scientist,Single,53010.0,1.0,Y,16.0,8.0,1,10.0,3.0,10.0,1.0,8.0,4.0,3.0,3.0,3,3,1464.0,5.149444444444446,6.832777777777778,6.115833333333334,18.733333333333334,6.0,0.024096385542168683,12.0,18.0,0.7349397590361446,0.7530864197530864,1
39.0,Yes,Travel_Rarely,Human Resources,1.0,Master,Medical,1,1246,Male,1,Sales Executive,Married,36730.0,3.0,Y,14.0,8.0,1,19.0,3.0,1.0,0.0,0.0,4.0,4.0,4.0,3,3,1512.0,5.565277777777778,7.440833333333333,6.523611111111111,18.25,17.0,0.06827309236947791,12.0,29.0,0.7590361445783133,0.8146551724137931,0
24.0,Yes,Travel_Rarely,Human Resources,2.0,Doctor,Other,1,1247,Male,3,Sales Executive,Married,47680.0,2.0,Y,11.0,8.0,1,6.0,2.0,2.0,2.0,0.0,2.0,4.0,2.0,2,3,2352.0,9.01,10.410833333333333,9.676388888888887,16.866666666666667,5.0,0.02008032128514056,12.0,17.0,1.1807228915662649,1.2049180327868851,0
43.0,No,Travel_Rarely,Sales,9.0,Doctor,Technical Degree,1,1248,Female,1,Research Director,Divorced,12740.0,1.0,Y,19.0,8.0,0,6.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,2,3,1512.0,5.746944444444446,7.3066666666666675,6.4875,17.05,15.0,0.060240963855421686,12.0,27.0,0.7590361445783133,0.8076923076923077,2
50.0,Yes,Travel_Rarely,Research & Development,12.0,Master,Medical,1,1249,Male,1,Research Director,Married,49000.0,1.0,Y,11.0,8.0,0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,3.0,2,3,2160.0,8.257777777777777,9.806944444444444,8.919722222222221,17.166666666666668,6.0,0.024096385542168683,12.0,18.0,1.0843373493975903,1.1111111111111112,1
35.0,No,Travel_Rarely,Sales,2.0,Master,Marketing,1,1250,Male,3,Manufacturing Director,Married,104660.0,1.0,Y,13.0,8.0,0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,3,3,1704.0,6.069722222222223,8.121944444444445,7.086388888888888,18.78333333333333,7.0,0.028112449799196783,12.0,19.0,0.8554216867469879,0.8801652892561983,1
36.0,No,Travel_Rarely,Research & Development,25.0,Below,Life Sciences,1,1251,Female,4,Sales Executive,Married,170070.0,9.0,Y,12.0,8.0,1,6.0,2.0,1.0,0.0,0.0,2.0,1.0,4.0,2,3,2088.0,8.198055555555555,9.872222222222222,9.078611111111114,17.583333333333332,19.0,0.07630522088353414,12.0,31.0,1.0481927710843373,1.1347826086956525,3
33.0,No,Travel_Frequently,Sales,9.0,College,Marketing,1,1252,Male,4,Human Resources,Married,29090.0,2.0,Y,11.0,8.0,0,10.0,2.0,5.0,1.0,3.0,3.0,1.0,3.0,2,3,1560.0,5.701111111111112,7.317777777777778,6.5569444444444445,17.85,11.0,0.04417670682730924,12.0,23.0,0.7831325301204819,0.8193277310924371,2
35.0,No,Travel_Rarely,Research & Development,10.0,Below,Medical,1,1253,Male,1,Research Scientist,Divorced,57650.0,1.0,Y,14.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,3,3,1464.0,5.4366666666666665,7.047222222222223,6.188611111111111,17.75,10.0,0.04016064257028112,12.0,22.0,0.7349397590361446,0.7656903765690377,1
27.0,No,Travel_Rarely,Sales,8.0,College,Marketing,1,1254,Female,3,Research Scientist,Divorced,45990.0,1.0,Y,15.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,1.0,3.0,2,3,1728.0,6.456944444444446,8.532222222222222,7.619722222222222,19.166666666666668,20.0,0.08032128514056225,12.0,32.0,0.8674698795180723,0.9432314410480348,1
26.0,Yes,Travel_Rarely,Sales,4.0,Bachelor,Marketing,1,1255,Male,2,Manager,Single,24040.0,1.0,Y,12.0,8.0,0,1.0,6.0,1.0,0.0,1.0,1.0,3.0,2.0,3,3,1848.0,6.920277777777778,8.328888888888889,7.6930555555555555,17.533333333333335,6.0,0.024096385542168683,12.0,18.0,0.927710843373494,0.9506172839506172,1
27.0,No,Travel_Frequently,Sales,24.0,Bachelor,Life Sciences,1,1256,Male,4,Healthcare Representative,Single,31720.0,1.0,Y,20.0,8.0,1,9.0,1.0,9.0,1.0,7.0,4.0,3.0,3.0,3,4,1632.0,6.133333333333334,7.7122222222222225,6.842222222222222,17.933333333333334,10.0,0.04016064257028112,12.0,22.0,0.8192771084337349,0.8535564853556485,1
30.0,No,Travel_Frequently,Research & Development,1.0,Master,Medical,1,1257,Male,1,Research Scientist,Single,20330.0,1.0,Y,14.0,8.0,1,12.0,3.0,12.0,3.0,7.0,3.0,4.0,3.0,1,3,1560.0,5.991944444444443,7.493611111111112,6.816388888888889,17.2,20.0,0.08032128514056225,12.0,32.0,0.7831325301204819,0.851528384279476,1
41.0,Yes,Travel_Rarely,Sales,20.0,Master,Marketing,1,1258,Male,2,Sales Executive,Married,102090.0,1.0,Y,13.0,8.0,1,23.0,2.0,22.0,15.0,8.0,2.0,3.0,3.0,3,3,1344.0,5.041666666666667,6.712777777777778,5.961944444444446,19.016666666666666,20.0,0.08032128514056225,12.0,32.0,0.6746987951807228,0.7336244541484717,3
34.0,No,Non-Travel,Research & Development,7.0,College,Technical Degree,1,1259,Female,1,Research Scientist,Single,86200.0,0.0,Y,13.0,8.0,1,10.0,2.0,9.0,8.0,7.0,2.0,3.0,3.0,2,3,1824.0,7.074722222222222,8.723888888888887,7.82,18.08333333333333,15.0,0.060240963855421686,12.0,27.0,0.9156626506024096,0.9743589743589745,1
37.0,No,Travel_Rarely,Research & Development,17.0,Bachelor,Life Sciences,1,1260,Female,3,Sales Executive,Married,20640.0,4.0,Y,16.0,8.0,0,8.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,2,3,1392.0,5.292777777777777,6.857777777777778,6.102222222222222,17.916666666666668,18.0,0.07228915662650602,12.0,30.0,0.6987951807228916,0.7532467532467533,2
46.0,No,Travel_Frequently,Research & Development,20.0,Bachelor,Technical Degree,1,1261,Male,3,Sales Executive,Single,40350.0,4.0,Y,14.0,8.0,1,14.0,2.0,9.0,0.0,8.0,1.0,4.0,3.0,3,3,2256.0,8.41,10.211388888888887,9.318333333333333,19.366666666666667,5.0,0.02008032128514056,12.0,17.0,1.1325301204819278,1.1557377049180328,3
35.0,No,Travel_Rarely,Research & Development,8.0,Master,Medical,1,1262,Female,3,Research Scientist,Married,38380.0,1.0,Y,16.0,8.0,1,1.0,2.0,1.0,0.0,1.0,4.0,4.0,3.0,3,3,1584.0,5.826944444444443,7.674166666666666,6.9094444444444445,18.7,19.0,0.07630522088353414,12.0,31.0,0.7951807228915663,0.8608695652173913,1
48.0,Yes,Travel_Rarely,Research & Development,2.0,Master,Technical Degree,1,1263,Female,1,Sales Executive,Single,45910.0,9.0,Y,16.0,8.0,0,23.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,1,3,2136.0,8.506666666666666,10.187777777777775,9.295555555555557,17.783333333333335,17.0,0.06827309236947791,12.0,29.0,1.072289156626506,1.1508620689655171,0
28.0,Yes,Travel_Rarely,Research & Development,10.0,Below,Medical,1,1264,Male,1,Sales Executive,Single,25610.0,1.0,Y,22.0,8.0,1,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3,4,2520.0,10.074166666666667,11.413055555555555,10.683333333333334,16.333333333333332,13.0,0.052208835341365466,12.0,25.0,1.2650602409638554,1.3347457627118644,1
44.0,No,Travel_Rarely,Research & Development,1.0,Below,Medical,1,1265,Female,3,Research Scientist,Divorced,15630.0,5.0,Y,12.0,8.0,2,9.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,3,3,2232.0,8.598055555555558,10.269166666666667,9.386111111111113,19.85,11.0,0.04417670682730924,12.0,23.0,1.120481927710843,1.1722689075630253,0
35.0,No,Non-Travel,Research & Development,5.0,Master,Technical Degree,1,1266,Female,3,Manufacturing Director,Married,48980.0,2.0,Y,15.0,8.0,2,10.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,3,3,2232.0,8.715,10.481666666666667,9.509166666666667,18.183333333333334,12.0,0.04819277108433735,12.0,24.0,1.120481927710843,1.1772151898734178,0
26.0,No,Travel_Rarely,Research & Development,4.0,Master,Life Sciences,1,1267,Female,3,Sales Executive,Married,47890.0,7.0,Y,20.0,8.0,1,5.0,2.0,2.0,0.0,0.0,3.0,4.0,2.0,3,4,2448.0,9.464444444444442,11.136111111111115,10.199166666666667,17.55,8.0,0.0321285140562249,12.0,20.0,1.2289156626506024,1.2697095435684649,0
33.0,No,Travel_Frequently,Sales,29.0,Master,Life Sciences,1,1268,Female,1,Human Resources,Single,31800.0,1.0,Y,14.0,8.0,1,15.0,2.0,15.0,8.0,12.0,1.0,4.0,3.0,3,3,1992.0,7.05,9.118333333333334,8.2075,17.65,4.0,0.01606425702811245,12.0,16.0,1.0,1.0163265306122449,1
35.0,No,Travel_Frequently,Research & Development,15.0,Bachelor,Medical,1,1269,Male,3,Manufacturing Director,Married,65490.0,1.0,Y,20.0,8.0,0,9.0,3.0,9.0,1.0,8.0,2.0,1.0,2.0,3,4,1488.0,5.532222222222222,7.214722222222222,6.473333333333334,17.9,17.0,0.06827309236947791,12.0,29.0,0.7469879518072289,0.8017241379310345,1
35.0,No,Travel_Rarely,Human Resources,3.0,College,Life Sciences,1,1270,Female,1,Laboratory Technician,Married,63880.0,3.0,Y,13.0,8.0,0,4.0,6.0,2.0,2.0,2.0,3.0,1.0,3.0,2,3,2040.0,8.08361111111111,9.569722222222222,8.78888888888889,17.516666666666666,16.0,0.0642570281124498,12.0,28.0,1.0240963855421688,1.094420600858369,0
31.0,No,Travel_Rarely,Sales,10.0,College,Life Sciences,1,1271,Female,2,Research Scientist,Divorced,112440.0,3.0,Y,12.0,8.0,1,10.0,3.0,7.0,1.0,7.0,4.0,4.0,2.0,3,3,1440.0,5.216666666666667,7.1691666666666665,6.095833333333332,18.616666666666667,9.0,0.03614457831325301,12.0,21.0,0.7228915662650602,0.75,2
37.0,No,Travel_Rarely,Sales,4.0,Bachelor,Marketing,1,1272,Male,4,Human Resources,Divorced,160320.0,1.0,Y,13.0,8.0,0,7.0,2.0,7.0,0.0,7.0,1.0,3.0,4.0,3,3,1728.0,6.750555555555557,8.209444444444445,7.4225,19.05,15.0,0.060240963855421686,12.0,27.0,0.8674698795180723,0.9230769230769232,1
32.0,No,Travel_Rarely,Research & Development,21.0,Bachelor,Other,1,1273,Male,2,Sales Executive,Married,23620.0,1.0,Y,11.0,8.0,0,9.0,2.0,9.0,7.0,8.0,1.0,4.0,3.0,3,3,1848.0,7.413888888888889,8.764722222222222,8.108611111111111,16.633333333333333,20.0,0.08032128514056225,12.0,32.0,0.927710843373494,1.0087336244541485,1
38.0,No,Travel_Frequently,Research & Development,25.0,Bachelor,Medical,1,1274,Male,2,Manufacturing Director,Single,163280.0,1.0,Y,17.0,8.0,3,10.0,2.0,10.0,9.0,9.0,4.0,4.0,3.0,3,3,1440.0,5.332777777777777,6.987222222222222,6.241388888888888,18.0,15.0,0.060240963855421686,12.0,27.0,0.7228915662650602,0.7692307692307693,1
50.0,No,Travel_Rarely,Sales,2.0,Master,Marketing,1,1275,Female,4,Research Scientist,Divorced,83760.0,5.0,Y,14.0,8.0,3,29.0,2.0,27.0,13.0,8.0,2.0,3.0,2.0,3,3,2208.0,8.804444444444442,10.4675,9.531111111111109,17.733333333333334,15.0,0.060240963855421686,12.0,27.0,1.108433734939759,1.1794871794871795,3
59.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Technical Degree,1,1276,Male,1,Laboratory Technician,Single,166060.0,7.0,Y,11.0,8.0,0,28.0,6.0,21.0,7.0,9.0,1.0,1.0,2.0,3,3,1608.0,6.049166666666666,7.936388888888889,6.916388888888888,18.683333333333334,14.0,0.056224899598393566,12.0,26.0,0.8072289156626506,0.8553191489361702,3
36.0,No,Travel_Rarely,Sales,1.0,College,Marketing,1,1277,Female,2,Sales Executive,Divorced,86060.0,1.0,Y,14.0,8.0,2,17.0,3.0,17.0,12.0,8.0,3.0,3.0,3.0,3,3,1440.0,5.025277777777778,7.005555555555556,6.004722222222222,18.6,6.0,0.024096385542168683,12.0,18.0,0.7228915662650602,0.7407407407407407,1
55.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Medical,1,1278,Male,3,Research Scientist,Divorced,22720.0,2.0,Y,17.0,8.0,1,21.0,2.0,5.0,0.0,2.0,4.0,3.0,3.0,3,3,1944.0,7.352222222222222,8.91,8.113888888888889,16.883333333333333,7.0,0.028112449799196783,12.0,19.0,0.9759036144578314,1.0041322314049588,0
36.0,No,Travel_Frequently,Research & Development,3.0,Bachelor,Life Sciences,1,1279,Female,2,Laboratory Technician,Single,20180.0,1.0,Y,13.0,8.0,0,6.0,5.0,6.0,0.0,3.0,2.0,2.0,3.0,3,3,1632.0,6.457222222222222,8.123333333333333,7.215,17.883333333333333,22.0,0.08835341365461848,12.0,34.0,0.8192771084337349,0.8986784140969163,1
45.0,No,Travel_Rarely,Research & Development,1.0,College,Medical,1,1280,Female,1,Sales Executive,Divorced,70830.0,2.0,Y,12.0,8.0,1,25.0,5.0,1.0,0.0,0.0,2.0,1.0,3.0,3,3,1632.0,5.958888888888889,7.429722222222222,6.8069444444444445,16.483333333333334,9.0,0.03614457831325301,12.0,21.0,0.8192771084337349,0.85,0
35.0,No,Travel_Frequently,Human Resources,9.0,Bachelor,Other,1,1281,Female,2,Sales Representative,Married,40840.0,4.0,Y,13.0,8.0,1,5.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3,3,1464.0,5.246111111111111,6.974722222222222,6.101111111111112,18.066666666666666,8.0,0.0321285140562249,12.0,20.0,0.7349397590361446,0.7593360995850622,2
36.0,Yes,Travel_Rarely,Sales,7.0,College,Life Sciences,1,1282,Male,4,Laboratory Technician,Married,144110.0,0.0,Y,18.0,8.0,3,2.0,2.0,1.0,0.0,0.0,4.0,3.0,2.0,4,3,2160.0,7.863611111111112,9.609722222222222,8.892777777777779,18.133333333333333,6.0,0.024096385542168683,12.0,18.0,1.0843373493975903,1.1111111111111112,1
59.0,No,Travel_Frequently,Research & Development,10.0,Master,Life Sciences,1,1283,Male,3,Research Scientist,Single,23080.0,7.0,Y,19.0,8.0,1,20.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,2,3,1560.0,5.986666666666666,7.475833333333332,6.789722222222222,17.266666666666666,19.0,0.07630522088353414,12.0,31.0,0.7831325301204819,0.8478260869565217,0
29.0,No,Travel_Rarely,Research & Development,28.0,Master,Life Sciences,1,1284,Female,1,Sales Representative,Married,48410.0,0.0,Y,11.0,8.0,0,6.0,3.0,5.0,0.0,4.0,3.0,2.0,3.0,3,3,1824.0,6.9591666666666665,8.65611111111111,7.8277777777777775,18.7,13.0,0.052208835341365466,12.0,25.0,0.9156626506024096,0.9661016949152542,1
31.0,No,Travel_Rarely,Research & Development,3.0,College,Medical,1,1285,Female,3,Sales Executive,Single,42850.0,1.0,Y,21.0,8.0,1,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,1,4,1440.0,5.551666666666668,7.080277777777778,6.300277777777778,16.8,19.0,0.07630522088353414,12.0,31.0,0.7228915662650602,0.7826086956521741,1
32.0,No,Travel_Rarely,Sales,3.0,Master,Life Sciences,1,1286,Male,2,Manufacturing Director,Married,97150.0,1.0,Y,15.0,8.0,1,10.0,1.0,10.0,0.0,9.0,2.0,2.0,3.0,2,3,1800.0,6.741111111111112,8.355,7.5225,18.2,8.0,0.0321285140562249,12.0,20.0,0.9036144578313252,0.933609958506224,1
36.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,1,1287,Male,2,Sales Representative,Married,43200.0,3.0,Y,17.0,8.0,0,5.0,2.0,1.0,0.0,0.0,2.0,4.0,3.0,3,3,1632.0,6.340277777777778,8.045833333333333,7.179722222222222,18.85,19.0,0.07630522088353414,12.0,31.0,0.8192771084337349,0.8869565217391304,2
31.0,No,Travel_Rarely,Research & Development,27.0,Bachelor,Medical,1,1288,Female,2,Research Director,Single,21320.0,1.0,Y,18.0,8.0,0,11.0,3.0,11.0,1.0,8.0,3.0,4.0,3.0,3,3,1464.0,5.187777777777779,6.978888888888888,6.095277777777778,18.5,7.0,0.028112449799196783,12.0,19.0,0.7349397590361446,0.756198347107438,1
35.0,No,Travel_Rarely,Research & Development,2.0,Master,Medical,1,1289,Male,2,Healthcare Representative,Single,101240.0,0.0,Y,14.0,8.0,1,16.0,2.0,15.0,2.0,8.0,3.0,1.0,3.0,4,3,1416.0,5.208611111111111,6.836111111111111,6.019444444444446,17.45,13.0,0.052208835341365466,12.0,25.0,0.7108433734939759,0.75,1
45.0,No,Travel_Rarely,Human Resources,14.0,Bachelor,Other,1,1290,Female,1,Sales Executive,Married,54730.0,4.0,Y,13.0,8.0,0,17.0,3.0,0.0,0.0,0.0,4.0,1.0,4.0,1,3,2088.0,8.151111111111113,9.809166666666666,8.896666666666668,17.783333333333335,13.0,0.052208835341365466,12.0,25.0,1.0481927710843373,1.1059322033898304,0
37.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,1,1291,Female,3,Sales Executive,Single,52070.0,4.0,Y,17.0,8.0,3,16.0,3.0,5.0,0.0,2.0,1.0,3.0,4.0,3,3,1608.0,5.7844444444444445,7.738888888888888,6.5969444444444445,18.633333333333333,4.0,0.01606425702811245,12.0,16.0,0.8072289156626506,0.8204081632653061,0
46.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,1,1292,Male,3,Manager,Divorced,164370.0,8.0,Y,15.0,8.0,1,16.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,3,3,2424.0,9.437222222222225,11.359166666666667,10.269722222222224,16.966666666666665,11.0,0.04417670682730924,12.0,23.0,1.216867469879518,1.2731092436974791,3
30.0,No,Travel_Rarely,Sales,18.0,Bachelor,Life Sciences,1,1293,Male,4,Human Resources,Married,22960.0,1.0,Y,18.0,8.0,1,10.0,2.0,10.0,3.0,0.0,4.0,4.0,2.0,3,3,2136.0,8.397777777777778,9.91,9.195555555555558,18.15,15.0,0.060240963855421686,12.0,27.0,1.072289156626506,1.1410256410256407,1
35.0,No,Travel_Rarely,Research & Development,20.0,Master,Life Sciences,1,1294,Female,3,Human Resources,Single,40690.0,1.0,Y,13.0,8.0,0,6.0,5.0,6.0,0.0,4.0,2.0,3.0,3.0,3,3,1824.0,7.033888888888888,8.549166666666666,7.903333333333332,17.316666666666666,17.0,0.06827309236947791,12.0,29.0,0.9156626506024096,0.9827586206896552,1
55.0,No,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,1,1295,Female,2,Laboratory Technician,Married,74410.0,3.0,Y,12.0,8.0,1,24.0,4.0,1.0,1.0,0.0,1.0,4.0,3.0,3,3,1584.0,5.9894444444444455,7.5744444444444445,6.709722222222222,18.35,11.0,0.04417670682730924,12.0,23.0,0.7951807228915663,0.8319327731092437,0
38.0,No,Non-Travel,Sales,11.0,Below,Marketing,1,1296,Male,2,Laboratory Technician,Divorced,24300.0,7.0,Y,13.0,8.0,2,17.0,2.0,13.0,1.0,9.0,2.0,4.0,3.0,4,3,1992.0,7.967777777777778,9.607222222222225,8.811388888888889,17.366666666666667,21.0,0.08433734939759037,12.0,33.0,1.0,1.0921052631578947,3
34.0,No,Travel_Rarely,Research & Development,8.0,College,Medical,1,1297,Male,1,Research Scientist,Married,58780.0,1.0,Y,14.0,8.0,0,5.0,1.0,5.0,1.0,3.0,1.0,2.0,3.0,3,3,1920.0,7.059444444444446,8.880277777777778,8.008611111111113,19.183333333333334,7.0,0.028112449799196783,12.0,19.0,0.9638554216867471,0.9917355371900828,1
56.0,No,Travel_Rarely,Human Resources,2.0,Below,Medical,1,1298,Male,2,Sales Executive,Single,26440.0,4.0,Y,11.0,8.0,1,37.0,2.0,6.0,0.0,2.0,4.0,4.0,2.0,3,3,1512.0,5.540277777777778,7.0675,6.311944444444443,16.216666666666665,8.0,0.0321285140562249,12.0,20.0,0.7590361445783133,0.7842323651452282,0
23.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Medical,1,1299,Male,2,Laboratory Technician,Divorced,64390.0,3.0,Y,22.0,8.0,3,3.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,3,4,1464.0,5.4319444444444445,7.209166666666666,6.405555555555557,18.5,20.0,0.08032128514056225,12.0,32.0,0.7349397590361446,0.7991266375545851,2
51.0,No,Travel_Rarely,Research & Development,29.0,Master,Life Sciences,1,1300,Female,5,Manufacturing Director,Married,24510.0,3.0,Y,17.0,8.0,0,10.0,2.0,4.0,0.0,3.0,4.0,4.0,3.0,2,3,1608.0,5.885277777777778,7.533611111111112,6.7588888888888885,18.15,11.0,0.04417670682730924,12.0,23.0,0.8072289156626506,0.8445378151260504,2
30.0,No,Travel_Rarely,Sales,8.0,College,Technical Degree,1,1301,Male,1,Sales Representative,Married,63920.0,1.0,Y,21.0,8.0,1,11.0,2.0,11.0,10.0,8.0,3.0,4.0,3.0,4,4,1848.0,6.854444444444446,8.577222222222222,7.6175,18.683333333333334,6.0,0.024096385542168683,12.0,18.0,0.927710843373494,0.9506172839506172,1
46.0,Yes,Travel_Rarely,Sales,1.0,College,Medical,1,1302,Female,2,Research Scientist,Single,97140.0,1.0,Y,22.0,8.0,0,9.0,0.0,9.0,4.0,7.0,3.0,4.0,3.0,3,4,1488.0,5.461388888888888,6.9944444444444445,6.197222222222222,17.666666666666668,7.0,0.028112449799196783,12.0,19.0,0.7469879518072289,0.7685950413223142,1
